Authors,Title,Year,Source,ArticleURL,Type,DOI,Cites,GSRank,QueryDate,Database,SearchTerms,RecordID
RA Turki Mohammed,Effects of Lutein and Zeaxanthin in Diabetic Retinopathy,2017,EC Microbiology,https://ecronicon.net/assets/ecmi/pdf/ECMI-11-00339.pdf,PDF,,0,74,2024-07-25 10:56:27,"google,google,google,google","nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport",178203
"FJ Garcia, N Sun, H Lee, B Godlewski, H Mathys…",Single-cell dissection of the human brain vasculature,2022,Nature,https://www.nature.com/articles/s41586-022-04521-7,HTML,,165,75,2024-07-25 10:56:27,"google,google,google,google","nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport",178204
"MS Valle, C Russo…",Protective role of vitamin D against oxidative stress in diabetic retinopathy,2021,… /metabolism research and …,https://onlinelibrary.wiley.com/doi/abs/10.1002/dmrr.3447,,10.1002/dmrr.3447,34,76,2024-07-25 10:56:27,"google,google,google,google","nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport",178205
"SY Cheranov, JH Jaggar",Mitochondrial modulation of Ca2+ sparks and transient KCa currents in smooth muscle cells of rat cerebral arteries,2004,The Journal of Physiology,https://physoc.onlinelibrary.wiley.com/doi/abs/10.1113/jphysiol.2003.059568,,10.1113/jphysiol.2003.059568,104,78,2024-07-25 10:56:27,"google,google,google,google","nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport",178207
"RF Villa, F Ferrari, A Gorini",Effects of Chronic Hypertension on the Energy Metabolism of Cerebral Cortex Mitochondria in Normotensive and in Spontaneously Hypertensive Rats During …,2024,NeuroMolecular Medicine,https://link.springer.com/article/10.1007/s12017-023-08772-z,HTML,10.1007/s12017-023-08772-z,0,79,2024-07-25 10:56:27,"google,google,google,google","nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport",178208
"GL Sper-Whitis, AL Russell, JC Vaughn",Mitochondrial RNA editing of cytochrome c oxidase subunit II (coxII) in the primitive vascular plant Psilotum nudum,1994,Biochimica et Biophysica Acta …,https://www.sciencedirect.com/science/article/pii/0167478194900167,,,11,80,2024-07-25 10:56:27,"google,google,google,google","nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport",178209
"MJ Rossman, RA Gioscia-Ryan, ZS Clayton…",Targeting mitochondrial fitness as a strategy for healthy vascular aging,2020,Clinical …,https://portlandpress.com/clinsci/article-abstract/134/12/1491/225503,,,41,81,2024-07-25 10:56:27,"google,google,google,google","nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport",178210
AL Kothapalli,Sediment microbial fuel cell as sustainable power resource,2013,,https://search.proquest.com/openview/06dfce139c661d021adc2e8669fb7414/1?pq-origsite=gscholar&cbl=18750,,,22,82,2024-07-25 10:56:27,"google,google,google,google","nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport",178211
"JL Wilkinson-Berka, I Rana, R Armani…","Reactive oxygen species, Nox and angiotensin II in angiogenesis: implications for retinopathy",2013,Clinical …,https://portlandpress.com/clinsci/article-abstract/124/10/597/69078,,,167,83,2024-07-25 10:56:27,"google,google,google,google","nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport",178212
"JA Hoy, MS Hargrove",The structure and function of plant hemoglobins,2008,Plant Physiology and Biochemistry,https://www.sciencedirect.com/science/article/pii/S0981942807002604,,,145,84,2024-07-25 10:56:27,"google,google,google,google,google,google","nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--nitrogenfixation,nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--nitrogenfixation",178213
"JC Chandler, DJ Jafree, S Malik, G Pomeranz, M Ball…",Exploration of the single-cell transcriptomic landscape identifies aberrant glomerular cell crosstalk in a murine model of WT1 kidney disease,2022,bioRxiv,https://www.biorxiv.org/content/10.1101/2022.10.11.511555.abstract,,10.1101/2022.10.11.511555.abstract,0,85,2024-07-25 10:56:27,"google,google,google,google","nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport",178214
"C Szabó, TR Billiar",Novel roles of nitric oxide in hemorrhagic shock,1999,Shock,https://journals.lww.com/shockjournal/abstract/1999/07000/novel_roles_of_nitric_oxide_in_hemorrhagic_shock.1.aspx,,,178,86,2024-07-25 10:56:27,"google,google,google,google","nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport",178215
RD Shonat,Oxygen tension measurements in the cat eye: influence of the vasculature,1991,,https://search.proquest.com/openview/81acce88257d83f5c35155c80dcd4ec8/1?pq-origsite=gscholar&cbl=18750&diss=y,BOOK,,2,87,2024-07-25 10:56:27,"google,google,google,google","nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport",178216
"A Sánchez, AC Calpena, B Clares",Evaluating the oxidative stress in inflammation: role of melatonin,2015,International journal of molecular …,https://www.mdpi.com/1422-0067/16/8/16981,HTML,,186,88,2024-07-25 10:56:27,"google,google,google,google","nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport",178217
"SA Gupte, MS Wolin",Interaction of oxidants with pulmonary vascular signaling systems,2004,Hypoxic Pulmonary Vasoconstriction: Cellular and …,https://link.springer.com/content/pdf/10.1007/1-4020-7858-7_14.pdf,,10.1007/1-4020-7858-7_14,1,90,2024-07-25 10:56:27,"google,google,google,google","nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport",178219
"PC Wilson, BJ Boman",Characterization of selected organo-nitrogen herbicides in south florida canals: exposure and risk assessments,2011,Science of the total environment,https://www.sciencedirect.com/science/article/pii/S0048969711010928,,,25,93,2024-07-25 10:56:27,"google,google,google,google","nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport",178222
"RK Goel, P Bagga",Cobalt chloride induced histotoxic cerebral hypoxia: A new experimental model to study neuroprotective effect,2010,Journal of Pharmaceutical Education and …,https://search.proquest.com/openview/ffb34ea8ca27e88928d79673bf2b9bd5/1?pq-origsite=gscholar&cbl=276246,HTML,,10,95,2024-07-25 10:56:27,"google,google,google,google","nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport",178224
"BA Maron, T Michel",Subcellular localization of oxidants and redox modulation of endothelial nitric oxide synthase,2012,Circulation Journal,https://www.jstage.jst.go.jp/article/circj/76/11/76_CJ-12-1207/_article/-char/ja/,,,95,96,2024-07-25 10:56:27,"google,google,google,google","nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport",178225
"DK Arulmozhi, A Veeranjaneyulu, SL Bodhankar",Migraine: current concepts and emerging therapies,2005,Vascular pharmacology,https://www.sciencedirect.com/science/article/pii/S1537189105001448,,,163,97,2024-07-25 10:56:27,"google,google,google,google","nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport",178226
"ST de Dios, CG Sobey, GR Drummond",Oxidative stress and endothelial dysfunction,2010,Endothelial Dysfunction and …,https://link.springer.com/chapter/10.1007/978-3-0346-0168-9_3,,10.1007/978-3-0346-0168-9_3,10,100,2024-07-25 10:56:27,"google,google,google,google","nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport",178229
"RA Kowluru, M Mishra, A Kowluru, B Kumar",Hyperlipidemia and the development of diabetic retinopathy: Comparison between type 1 and type 2 animal models,2016,Metabolism,https://www.sciencedirect.com/science/article/pii/S0026049516300853,,,79,103,2024-07-25 10:56:27,"google,google,scopus,google,google,scopus","nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport",178232
"JJ Garcia-Medina, M del-Rio-Vellosillo…",Diabetic Retinopathy and Oxidative Stress,2014,… : Oxidative Stress and …,https://www.sciencedirect.com/science/article/pii/B9780124058859000048,,,6,104,2024-07-25 10:56:27,"google,google,google,google","nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport",178233
"F Perez-Vizcaino, A Cogolludo, L Moreno",Reactive oxygen species signaling in pulmonary vascular smooth muscle,2010,Respiratory physiology & …,https://www.sciencedirect.com/science/article/pii/S1569904810003137,,,109,108,2024-07-25 10:56:27,"google,google,google,google","nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport",178237
"N Shukla, R Jones, R Persad, GD Angelini…","Effect of sildenafil citrate and a nitric oxide donating sildenafil derivative, NCX 911, on cavernosal relaxation and superoxide formation in hypercholesterolaemic …",2005,European journal of …,https://www.sciencedirect.com/science/article/pii/S0014299905005510,,,109,112,2024-07-25 10:56:27,"google,google,google,google","nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport",178241
"S Parikh, A Karaa, A Goldstein, ES Bertini…",Diagnosis of 'possible'mitochondrial disease: an existential crisis,2019,Journal of medical …,https://jmg.bmj.com/content/56/3/123.abstract,,,57,113,2024-07-25 10:56:27,"google,google,google,google","nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport",178242
C Szabo,Cytopathic Hypoxia in Circulatory Shock: The Role of Poly (ADP-Ribose) Synthetase Activation,2002,Mechanisms of Organ Dysfunction in Critical Illness,https://link.springer.com/chapter/10.1007/978-3-642-56107-8_3,,10.1007/978-3-642-56107-8_3,4,117,2024-07-25 10:56:27,"google,google,google,google","nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport",178246
"TM Curtis, CN Scholfield",The role of lipids and protein kinase Cs in the pathogenesis of diabetic retinopathy,2004,Diabetes/metabolism research and …,https://onlinelibrary.wiley.com/doi/abs/10.1002/dmrr.431,,10.1002/dmrr.431,84,120,2024-07-25 10:56:27,"google,google,google,google","nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport",178249
"HR Mendonça, R Carpi-Santos…",Neuroinflammation and oxidative stress act in concert to promote neurodegeneration in the diabetic retina and optic nerve: galectin-3 participation,2020,Neural regeneration …,https://journals.lww.com/nrronline/fulltext/2020/15040/Neuroinflammation_and_oxidative_stress_act_in.6.aspx,HTML,,58,121,2024-07-25 10:56:27,"google,google,google,google","nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport",178250
"E Rami, A Singh, S Favzulazim","An overview of plant secondary metabolites, their biochemistry and generic applications",2021,The Journal of …,https://www.phytopharmajournal.com/Vol10_Issue5_23.pdf,PDF,,1,124,2024-07-25 10:56:27,"google,google,google,google","nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport",178253
"A Finger-Teixeira, EL Ishii-Iwamoto, R Marchiosi…",Cadmium uncouples mitochondrial oxidative phosphorylation and induces oxidative cellular stress in soybean roots,2021,… Science and Pollution …,https://link.springer.com/article/10.1007/s11356-021-15368-2,HTML,10.1007/s11356-021-15368-2,9,127,2024-07-25 10:56:27,"google,google,google,google,google,google","nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--respiration,nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--respiration",178256
"P Rose, PK Moore, YZ Zhu",H2S biosynthesis and catabolism: new insights from molecular studies,2017,Cellular and Molecular Life Sciences,https://link.springer.com/article/10.1007/s00018-016-2406-8,HTML,10.1007/s00018-016-2406-8,161,128,2024-07-25 10:56:27,"google,google,google,google","nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport",178257
"K Das, C Mandal, N Ghosh, N Dey, MK Adak",Responses of Marsilea minuta L. to cadmium stress and assessment of some oxidative biomarkers,2014,American Journal of Plant …,https://www.scirp.org/journal/paperinformation?paperid=45743,HTML,,8,129,2024-07-25 10:56:27,"google,google,google,google","nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport",178258
DW Killilea,Oxidative stress in hypoxic signal transduction,2000,,https://search.proquest.com/openview/2feeac1845a382a11e5918304d924f21/1?pq-origsite=gscholar&cbl=18750&diss=y,BOOK,,0,132,2024-07-25 10:56:27,"google,google,google,google","nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport",178261
I Charisis,Role of calcium-dependent potassium channels and mitochondria in the EDHF phenomenon,2008,,https://search.proquest.com/openview/d5cebd5ce0d193fa46cd2a19a686b35a/1?pq-origsite=gscholar&cbl=2026366,BOOK,,0,133,2024-07-25 10:56:27,"google,google,google,google","nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport",178262
SH Howell,Evolution of the unfolded protein response in plants,2021,"Plant, Cell &Environment",https://onlinelibrary.wiley.com/doi/abs/10.1111/pce.14063,,10.1111/pce.14063,33,137,2024-07-25 10:56:27,"google,google,google,google","nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport",178266
"M Sun, W Shen, M Zhong, P Wu…",Nandrolone attenuates aortic adaptation to exercise in rats,2013,Cardiovascular …,https://academic.oup.com/cardiovascres/article-abstract/97/4/686/282612,,,30,138,2024-07-25 10:56:27,"google,google,google,google","nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport",178267
"F Ali, RB Richardson","Electron, photon, and neutron dose conversion coefficients of lens and non-lens tissues using a multi-tissue eye model to assess risk of cataracts and retinitis",2023,Radiation Research,https://meridian.allenpress.com/radiation-research/article/200/2/162/494165,HTML,,2,139,2024-07-25 10:56:27,"google,google,google,google","nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport",178268
"SSM Chung, SK Chung",Aldose reductase in diabetic microvascular complications,2005,Current drug targets,https://www.ingentaconnect.com/content/ben/cdt/2005/00000006/00000004/art00012,,,174,140,2024-07-25 10:56:27,"google,google,google,google","nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport",178269
"G Milio, G Novo, C Genova, P Luigi Almasio…",Pharmacological treatment of patients with chronic critical limb ischemia: L-propionyl-carnitine enhances the short-term effects of PGE-1,2009,… drugs and therapy,https://link.springer.com/article/10.1007/s10557-009-6178-3,HTML,10.1007/s10557-009-6178-3,10,141,2024-07-25 10:56:27,"google,google,google,google","nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport",178270
I Primmer,"Chlorophyll a and phytoplankton survey, Canadarago Lake, 2009",2009,,,CITATION,,0,143,2024-07-25 10:56:27,"google,google,google,google","nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport",178272
"X Yin, M Mayr, Q Xiao, W Wang, Q Xu",Proteomic analysis reveals higher demand for antioxidant protection in embryonic stem cell‐derived smooth muscle cells,2006,Proteomics,https://analyticalsciencejournals.onlinelibrary.wiley.com/doi/abs/10.1002/pmic.200600351,,10.1002/pmic.200600351,32,148,2024-07-25 10:56:27,"google,google,google,google","nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport",178277
"Y Maejima, J Kuroda, S Matsushima, T Ago…",Regulation of myocardial growth and death by NADPH oxidase,2011,Journal of molecular and …,https://www.sciencedirect.com/science/article/pii/S0022282811000022,,,212,151,2024-07-25 10:56:27,"google,google,google,google","nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport",178280
"LS Rallidis, K Fountoulaki…",Managing the underestimated risk of statin-associated myopathy,2012,International journal of …,https://www.sciencedirect.com/science/article/pii/S0167527311007492,,,136,153,2024-07-25 10:56:27,"google,google,google,google","nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport",178282
"L Harbaum, CJ Rhodes, P Otero‐Núñez…",The application of 'omics' to pulmonary arterial hypertension,2021,British journal of …,https://bpspubs.onlinelibrary.wiley.com/doi/abs/10.1111/bph.15056,,10.1111/bph.15056,25,156,2024-07-25 10:56:27,"google,google,google,google","nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport",178285
"A Seman, PK Chandra, SD Byrum, SG Mackintosh…","Targeting mitochondria in the aged cerebral vasculature with SS-31, a proteomic study of brain microvessels",2023,Geroscience,https://link.springer.com/article/10.1007/s11357-023-00845-y,HTML,10.1007/s11357-023-00845-y,3,157,2024-07-25 10:56:27,"google,google,google,google","nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport",178286
"LA Shimoda, C Undem",Interactions between calcium and reactive oxygen species in pulmonary arterial smooth muscle responses to hypoxia,2010,Respiratory physiology &neurobiology,https://www.sciencedirect.com/science/article/pii/S1569904810003186,,,45,162,2024-07-25 10:56:27,"google,google,google,google","nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport",178291
RPS Jansen,Origin and persistence of the mitochondrial genome,2000,Human Reproduction,https://academic.oup.com/humrep/article-abstract/15/suppl_2/1/619758,,,55,163,2024-07-25 10:56:27,"google,google,google,google","nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport",178292
"JP Blass, GE Gibson, S Hoyer",The role of the metabolic lesion in Alzheimer's disease,2002,Journal of Alzheimer's …,https://content.iospress.com/articles/journal-of-alzheimers-disease/jad00179,,,127,166,2024-07-25 10:56:27,"google,google,google,google","nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport",178295
"L Zheng, Y Du, C Miller, RA Gubitosi-Klug, TS Kern…",Critical role of inducible nitric oxide synthase in degeneration of retinal capillaries in mice with streptozotocin-induced diabetes,2007,Diabetologia,https://link.springer.com/article/10.1007/s00125-007-0734-9,HTML,10.1007/s00125-007-0734-9,263,167,2024-07-25 10:56:27,"google,google,google,google","nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport",178296
"Z Kurt, J Cheng, R Barrere-Cain, CN McQuillen…",Shared and distinct pathways and networks genetically linked to coronary artery disease between human and mouse,2023,Elife,https://elifesciences.org/articles/88266,HTML,,2,170,2024-07-25 10:56:27,"google,google,google,google","nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport",178299
"ME Breuer, WJ Koopman, S Koene, M Nooteboom…",The role of mitochondrial OXPHOS dysfunction in the development of neurologic diseases,2013,Neurobiology of …,https://www.sciencedirect.com/science/article/pii/S0969996112000782,,,98,171,2024-07-25 10:56:27,"google,google,google,google","nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport",178300
"C Gouveia, M Kreusch, ÉC Schmidt…",The Effects of Lead and Copper on the Cellular Architecture and Metabolism of the Red Alga Gracilaria domingensis,2013,Microscopy and …,https://academic.oup.com/mam/article-abstract/19/3/513/6932630,,,61,173,2024-07-25 10:56:27,"google,google,google,google","nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport",178302
"A Stengel, J Soll, B Bölter",Protein import into chloroplasts: new aspects of a well-known topic,2007,,https://www.degruyter.com/document/doi/10.1515/BC.2007.099/html,,10.1515/BC.2007.099,51,176,2024-07-25 10:56:27,"google,google,google,google","nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport",178305
"Y Hayashi, K Fukatsu, K Takahashi…",Phosphorylation of plasma membrane H+-ATPase Thr881 participates in light-induced stomatal opening,2024,Nature …,https://www.nature.com/articles/s41467-024-45248-5,HTML,,1,178,2024-07-25 10:56:27,"google,google,google,google","nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport",178307
"S Orellana-Urzúa, I Rojas, L Líbano…",Pathophysiology of ischemic stroke: role of oxidative stress,2020,Current …,https://www.ingentaconnect.com/content/ben/cpd/2020/00000026/00000034/art00005,,,335,180,2024-07-25 10:56:27,"google,google,google,google","nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport",178309
KR Olson,Hydrogen sulfide as an oxygen sensor,2013,Hydrogen Sulfide and its Therapeutic Applications,https://link.springer.com/chapter/10.1007/978-3-7091-1550-3_2,,10.1007/978-3-7091-1550-3_2,85,182,2024-07-25 10:56:27,"google,google,google,google","nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport",178311
"MJ Holdsworth, DJ Gibbs",Comparative biology of oxygen sensing in plants and animals,2020,Current Biology,https://www.cell.com/current-biology/fulltext/S0960-9822(20)30359-6,HTML,,44,183,2024-07-25 10:56:27,"google,google,google,google","nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport",178312
"K Zuhra, CS Tomé, E Forte, JB Vicente…",The multifaceted roles of sulfane sulfur species in cancer-associated processes,2021,Biochimica et Biophysica …,https://www.sciencedirect.com/science/article/pii/S0005272820301882,HTML,,25,184,2024-07-25 10:56:27,"google,google,google,google","nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport",178313
"C Lange, M Turrero Garcia, I Decimo, F Bifari…",Relief of hypoxia by angiogenesis promotes neural stem cell differentiation by targeting glycolysis,2016,The EMBO …,https://www.embopress.org/doi/abs/10.15252/embj.201592372,,10.15252/embj.201592372,199,185,2024-07-25 10:56:27,"google,google,google,google","nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport",178314
"JL Fetterman, M Holbrook, N Flint, B Feng…",Restoration of autophagy in endothelial cells from patients with diabetes mellitus improves nitric oxide signaling,2016,Atherosclerosis,https://www.sciencedirect.com/science/article/pii/S0021915016300429,,,104,187,2024-07-25 10:56:27,"google,google,google,google","nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport",178316
"P Sfyri, A Matsakas","Crossroads between peripheral atherosclerosis, western-type diet and skeletal muscle pathophysiology: emphasis on apolipoprotein E deficiency and …",2017,Journal of biomedical science,https://link.springer.com/article/10.1186/s12929-017-0346-8,HTML,10.1186/s12929-017-0346-8,39,189,2024-07-25 10:56:27,"google,google,google,google,google,google","nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--respiration,nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--respiration",178318
A Daiber,Redox signaling (cross-talk) from and to mitochondria involves mitochondrial pores and reactive oxygen species,2010,Biochimica et Biophysica Acta (BBA)-Bioenergetics,https://www.sciencedirect.com/science/article/pii/S0005272810000435,HTML,,405,190,2024-07-25 10:56:27,"google,google,google,google","nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport",178319
"SJ Müller-Schüssele, F Bohle, J Rossi, P Trost…",Plasticity in plastid redox networks: evolution of glutathione-dependent redox cascades and glutathionylation sites,2021,BMC Plant …,https://link.springer.com/article/10.1186/s12870-021-03087-2,HTML,10.1186/s12870-021-03087-2,17,191,2024-07-25 10:56:27,"google,google,google,google","nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport",178320
PL Peterson,The treatment of mitochondrial myopathies and encephalomyopathies,1995,Biochimica et Biophysica Acta (BBA)-Molecular Basis …,https://www.sciencedirect.com/science/article/pii/0925443995000397,,,78,194,2024-07-25 10:56:27,"google,google,google,google","nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport",178323
"LP Argent, A Bose, JFR Paton",Intra-carotid body inter-cellular communication,2023,Journal of the Royal Society of …,https://www.tandfonline.com/doi/abs/10.1080/03036758.2022.2079681,,10.1080/03036758.2022.2079681,0,195,2024-07-25 10:56:27,"google,google,google,google","nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport",178324
J Phelan,What Is Life?: A Guide to Biology w/Prep-U,2009,,https://books.google.com/books?hl=en&lr=&id=0RYNTYWQEnoC&oi=fnd&pg=PR32&dq=%22non+vascular%22%7C%22non+vascular%22+%22electron+transport%22&ots=Q0NqkKQ66L&sig=tjjiTpV--8ZespkLIKyG8YPBMIk,BOOK,,33,196,2024-07-25 10:56:27,"google,google,google,google","nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport",178325
"SN Sanap, A Kedar, AC Bisen, S Agrawal…",A recent update on therapeutic potential of vesicular system against fungal keratitis,2022,Journal of Drug Delivery …,https://www.sciencedirect.com/science/article/pii/S1773224722006323,,,16,199,2024-07-25 10:56:27,"google,google,google,google","nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport,nonvascular--electrontransport",178328
"JA Lopez Molina, MJ Rivera, M Trujillo…",Thermal modeling for pulsed radiofrequency ablation: analytical study based on hyperbolic heat conduction,2009,Medical …,https://aapm.onlinelibrary.wiley.com/doi/abs/10.1118/1.3085824,,10.1118/1.3085824,30,1,2024-07-25 09:33:47,"google,google,google,google","nonvascular--heatconduction,nonvascular--heatconduction,nonvascular--heatconduction,nonvascular--heatconduction",178330
"Y Yin, M Li, Y Li, J Song",Skin pain sensation of epidermal electronic device/skin system considering non-Fourier heat conduction,2020,Journal of the Mechanics and Physics of Solids,https://www.sciencedirect.com/science/article/pii/S0022509620301630,,,34,2,2024-07-25 09:33:47,"google,google,google,google","nonvascular--heatconduction,nonvascular--heatconduction,nonvascular--heatconduction,nonvascular--heatconduction",178331
"T Peng, DP O'Neill, SJ Payne",A two-equation coupled system for determination of liver tissue temperature during thermal ablation,2011,International Journal of Heat and Mass …,https://www.sciencedirect.com/science/article/pii/S0017931010007118,,,48,4,2024-07-25 09:33:47,"google,google,google,google","nonvascular--heatconduction,nonvascular--heatconduction,nonvascular--heatconduction,nonvascular--heatconduction",178333
"M Aijaz, MA Khanday",Temperature distribution and thermal damage of peripheral tissue in human limbs during heat stress: A mathematical model,2016,Journal of Mechanics in Medicine and …,https://www.worldscientific.com/doi/abs/10.1142/S0219519416500640,,10.1142/S0219519416500640,11,6,2024-07-25 09:33:47,"google,google,google,google","nonvascular--heatconduction,nonvascular--heatconduction,nonvascular--heatconduction,nonvascular--heatconduction",178335
NM Khan,BASIC MATHEMATICAL MODELLING OF HEAT AND BLOOD TRANSPORT IN HUMAN EYE,2021,,https://maths.uok.edu.in/Files/5cb79b4e-ee44-4448-9dfe-ca876c31a24e/Custom/EYE-6.pdf,PDF,,0,7,2024-07-25 09:33:47,"google,google,google,google","nonvascular--heatconduction,nonvascular--heatconduction,nonvascular--heatconduction,nonvascular--heatconduction",178336
N Tsafnat,Numerical modelling of ferromagnetic embolisation hyperthermia in the treatment of liver cancer,2005,,https://unsworks.unsw.edu.au/entities/publication/4a499481-a9f1-4c87-a355-1ff865a27354/full,,,0,8,2024-07-25 09:33:47,"google,google,google,google","nonvascular--heatconduction,nonvascular--heatconduction,nonvascular--heatconduction,nonvascular--heatconduction",178337
DC Auth,Method and apparatus for removal of enclosed abnormal deposits,1984,"US Patent 4,445,509",https://patents.google.com/patent/US4445509A/en,,,828,10,2024-07-25 09:33:47,"google,google,google,google","nonvascular--heatconduction,nonvascular--heatconduction,nonvascular--heatconduction,nonvascular--heatconduction",178339
