Authors,Title,Year,Source,ArticleURL,Type,DOI,Cites,GSRank,QueryDate,Database,SearchTerms,RecordID
E.L. McCoy,Commercial amendments for sand-based root zones: Review and interpretation,2013,HortTechnology,,Review,10.21273/horttech.23.6.803,7,164,2024-07-09 10:08:50,"scopus,scopus,scopus,scopus","sphagnum--watercontent,sphagnum--watercontent,sphagnum--watercontent,sphagnum--watercontent",58292
W. Dawid,"Myxobakterien in ungestörten Hochmooren des Hohen Venn (Hautes Fagnes, Belgien)",1984,Systematic and Applied Microbiology,https://api.elsevier.com/content/article/eid/1-s2.0-S0723202084800132,Article,10.1016/S0723-2020(84)80013-2,6,165,2024-07-09 10:08:50,"scopus,scopus,scopus,scopus","sphagnum--watercontent,sphagnum--watercontent,sphagnum--watercontent,sphagnum--watercontent",58293
A. Lilja,Effects of irrigation on uninucleate Rhizoctonia on nursery seedlings of Pinus syivestris and Picea abies grown in peat growth medium,1998,Scandinavian Journal of Forest Research,,Article,10.1080/02827589809382975,6,166,2024-07-09 10:08:50,"scopus,scopus,scopus,scopus","sphagnum--watercontent,sphagnum--watercontent,sphagnum--watercontent,sphagnum--watercontent",58294
M. Zhao,"Comparison of Microbial Community in Topsoil among Different Habitats in Dajiuhu, Hubei Province: Evidence from Phospholipid Fatty Acids",2020,Diqiu Kexue - Zhongguo Dizhi Daxue Xuebao/Earth Science - Journal of China University of Geosciences,,Article,10.3799/dqkx.2019.272,5,168,2024-07-09 10:08:50,"scopus,scopus,scopus,scopus","sphagnum--watercontent,sphagnum--watercontent,sphagnum--watercontent,sphagnum--watercontent",58296
Y. Chang,"Characteristics of greenhouse gas emissions from seven swamp types in the permafrost region of Daxing'an Mountains, northeast China",2020,Shengtai Xuebao,,Article,10.5846/stxb201812302849,5,169,2024-07-09 10:08:50,"scopus,scopus,scopus,scopus","sphagnum--watercontent,sphagnum--watercontent,sphagnum--watercontent,sphagnum--watercontent",58297
E. Hagen,Determining sensor orientation and depth within an 11.4 l container to estimate whole container volumetric water content,2015,Applied Engineering in Agriculture,,Article,10.13031/aea.31.10556,5,171,2024-07-09 10:08:50,"scopus,scopus,scopus,scopus","sphagnum--watercontent,sphagnum--watercontent,sphagnum--watercontent,sphagnum--watercontent",58299
S. Tsuyuzaki,"A preliminary report on the vegetation zonation of palsas in the Arctic National Wildlife Refuge, northern Alaska, USA",2008,Ecological Research,,Article,10.1007/s11284-007-0437-1,5,175,2024-07-09 10:08:50,"scopus,scopus,scopus,scopus","sphagnum--watercontent,sphagnum--watercontent,sphagnum--watercontent,sphagnum--watercontent",58303
B. Matysiak,Coir substrates for rooting of ornamental ericaceous plants,2008,Propagation of Ornamental Plants,,Article,,5,176,2024-07-09 10:08:50,"scopus,scopus,scopus,scopus","sphagnum--watercontent,sphagnum--watercontent,sphagnum--watercontent,sphagnum--watercontent",58304
K. Maier,Rupture of the capsule wall in Sphagnum,1974,Plant Systematics and Evolution,,Article,10.1007/BF00983282,5,177,2024-07-09 10:08:50,"scopus,scopus,scopus,scopus","sphagnum--watercontent,sphagnum--watercontent,sphagnum--watercontent,sphagnum--watercontent",58305
Y. Ma,Effect of solid matrix priming during moist chilling on dormancy breakage and germination of seeds of four fir species,2003,New Forests,,Article,10.1023/A:1022382314822,5,178,2024-07-09 10:08:50,"scopus,scopus,scopus,scopus","sphagnum--watercontent,sphagnum--watercontent,sphagnum--watercontent,sphagnum--watercontent",58306
L. Stuart,Soil oxygen flux measured polarographically in an Alaskan tussock tundra,1982,Ecography,,Article,10.1111/j.1600-0587.1982.tb01028.x,5,179,2024-07-09 10:08:50,"scopus,scopus,scopus,scopus","sphagnum--watercontent,sphagnum--watercontent,sphagnum--watercontent,sphagnum--watercontent",58307
V.L. Haukenes,"Spatial variation of surface soil carbon in a boreal forest–the role of historical fires, contemporary vegetation, and hydro-topography",2022,Scandinavian Journal of Forest Research,,Article,10.1080/02827581.2022.2104364,4,180,2024-07-09 10:08:50,"scopus,scopus,scopus,scopus","sphagnum--watercontent,sphagnum--watercontent,sphagnum--watercontent,sphagnum--watercontent",58308
E. Rönkä,The problem of peat upheaval in finnish artificial reservoirs,1976,Bulletin of the International Association of Engineering Geology,,Article,10.1007/BF02634763,4,185,2024-07-09 10:08:50,"scopus,scopus,scopus,scopus","sphagnum--watercontent,sphagnum--watercontent,sphagnum--watercontent,sphagnum--watercontent",58313
B. Duan,Understory species composition mediates soil greenhouse gas fluxes by affecting bacterial community diversity in boreal forests,2023,Frontiers in Microbiology,,Article,10.3389/fmicb.2022.1090169,3,187,2024-07-09 10:08:50,"scopus,scopus,scopus,scopus","sphagnum--watercontent,sphagnum--watercontent,sphagnum--watercontent,sphagnum--watercontent",58315
B.A. Schulker,Exploring substrate water capture in common greenhouse substrates through preconditioning and irrigation pulsing techniques,2021,Agronomy,,Article,10.3390/agronomy11071355,2,192,2024-07-09 10:08:50,"scopus,scopus,scopus,scopus","sphagnum--watercontent,sphagnum--watercontent,sphagnum--watercontent,sphagnum--watercontent",58320
S. Gogo,Determinism of nonadditive litter mixture effect on decomposition: Role of the moisture content of litters,2021,Ecology and Evolution,,Article,10.1002/ece3.7771,2,193,2024-07-09 10:08:50,"scopus,scopus,scopus,scopus","sphagnum--watercontent,sphagnum--watercontent,sphagnum--watercontent,sphagnum--watercontent",58321
M. Iotti,Absorbent pads for food trays made from sphagnum moss,2006,Italian Journal of Food Science,,Review,,2,197,2024-07-09 10:08:50,"scopus,scopus,scopus,scopus","sphagnum--watercontent,sphagnum--watercontent,sphagnum--watercontent,sphagnum--watercontent",58325
J. Nolan,"Geophysical characterization of the red lake peatland complex, Northern Minnesota",2008,Environmental and Engineering Geophysical Society - 21st Symposium on the Application of Geophysics to Engineering and Environmental Problems 2008,,Conference Paper,,2,199,2024-07-09 10:08:50,"scopus,scopus,scopus,scopus","sphagnum--watercontent,sphagnum--watercontent,sphagnum--watercontent,sphagnum--watercontent",58327
J.S. Ban,Efficiency analysis of reduction and stabilization of biodegradable waste using an aerobic stabilization system,2009,Journal of Material Cycles and Waste Management,,Article,10.1007/s10163-009-0254-4,2,200,2024-07-09 10:08:50,"scopus,scopus,scopus,scopus","sphagnum--watercontent,sphagnum--watercontent,sphagnum--watercontent,sphagnum--watercontent",58328
M.R. Jones,Concentration-dependent NH<inf>3</inf> deposition processes for mixed moorland semi-natural vegetation,2007,Atmospheric Environment,https://api.elsevier.com/content/article/eid/1-s2.0-S1352231006011071,Article,10.1016/j.atmosenv.2006.11.003,34,14,2024-06-25 11:36:35,"scopus,scopus,scopus,scopus","sphagnum*--conductance,sphagnum*--conductance,sphagnum*--conductance,sphagnum*--conductance",58362
K. Laidig,Community attributes of atlantic white cedar (Chamaecyparis thyoides) swamps in disturbed and undisturbed Pinelands watersheds,1999,Wetlands,,Article,10.1007/BF03161731,15,23,2024-06-25 11:36:35,"scopus,scopus,scopus,scopus","sphagnum*--conductance,sphagnum*--conductance,sphagnum*--conductance,sphagnum*--conductance",58371
J.M. Choi,"Performance of seedling grafts of tomato as influenced by root substrate formulations, fertigation leaching fractions, and N concentrations in fertilizer solution",2015,Horticulture Environment and Biotechnology,,Article,10.1007/s13580-015-0040-2,7,29,2024-06-25 11:36:35,"scopus,scopus,scopus,scopus","sphagnum*--conductance,sphagnum*--conductance,sphagnum*--conductance,sphagnum*--conductance",58377
E. Howell,"Population dynamics of tetmemorus (Chlorophyta, desmidiaceae) in relation to a minerotrophic gradient on a newfoundland fen",1981,British Phycological Journal,,Article,10.1080/00071618100650321,6,32,2024-06-25 11:36:35,"scopus,scopus,scopus,scopus","sphagnum*--conductance,sphagnum*--conductance,sphagnum*--conductance,sphagnum*--conductance",58380
M. Hendrickson,"From sink to resurgence: The buffering capacity of a cave system in the Tongass National Forest, USA",2011,Acta Carsologica,,Article,10.3986/ac.v40i2.23,1,39,2024-06-25 11:36:35,"scopus,scopus,scopus,scopus","sphagnum*--conductance,sphagnum*--conductance,sphagnum*--conductance,sphagnum*--conductance",58387
L. Dennis Gignac,"Impact of a dirt road on surface water and Sphagnum chemistry and Sphagnum growth on a peatland in northern Alberta, Canada",1994,Comptes Rendus de l'Academie des Sciences - Serie III,,Article,,1,40,2024-06-25 11:36:35,"scopus,scopus,scopus,scopus","sphagnum*--conductance,sphagnum*--conductance,sphagnum*--conductance,sphagnum*--conductance",58388
L. Bateman,The Rotifera of Hummock‐Hollow Formations in a Poor (Mesotrophic) Fen in Newfoundland,1980,Internationale Revue der gesamten Hydrobiologie und Hydrographie,NA,Article,10.1002/iroh.19800650108,21,4,2024-06-25 12:01:02,"scopus,scopus,scopus,scopus","sphagnum*--dessication,sphagnum*--dessication,sphagnum*--dessication,sphagnum*--dessication",58395
"J Jauregui‐Lazo, JC Brinda…",The phylogeny of Syntrichia: An ecologically diverse clade of mosses with an origin in South America,2023,American Journal of …,https://bsapubs.onlinelibrary.wiley.com/doi/abs/10.1002/ajb2.16103,,10.1002/ajb2.16103,8,2,2024-07-15 10:50:42,"google,google,google,google,google,google,google,scopus,google,google,google,google,google,google,google,scopus","syntrichia--absorption,syntrichia--absorption,syntrichia--distribution,syntrichia--height,syntrichia--light,syntrichia--soil,syntrichium--scattering,syntrichia--distribution,syntrichia--absorption,syntrichia--absorption,syntrichia--distribution,syntrichia--height,syntrichia--light,syntrichia--soil,syntrichium--scattering,syntrichia--distribution",100001
"NVJ de Bakker, A van Beem, JWM van de Staaij…","… temperate bryophyte Syntrichia ruralis var. arenicola grows more compactly upon enhanced UVB radiation, but does not produce more UVB absorbing …",NA,,,CITATION,,0,12,2024-07-15 10:50:42,"google,google,google,google","syntrichia--absorption,syntrichia--absorption,syntrichia--absorption,syntrichia--absorption",100011
"P Liu, E Li, Y Ma, J Lü, Q Zhang",Allelopathic potential of Haloxylon ammodendron against Syntrichia caninervis and comparative analysis of soil microbial differences between inside and outside of …,2024,Applied Soil Ecology,https://www.sciencedirect.com/science/article/pii/S0929139323004031,,,0,13,2024-07-15 10:50:42,"google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google","syntrichia--absorption,syntrichia--absorption,syntrichia--carbon,syntrichia--chlorophyll,syntrichia--communitycomposition,syntrichia--distribution,syntrichia--nitrogen,syntrichia--phosphorus,syntrichia--photosystem,syntrichia--respiration,syntrichia--soil,syntrichium--scattering,syntrichia--absorption,syntrichia--absorption,syntrichia--carbon,syntrichia--chlorophyll,syntrichia--communitycomposition,syntrichia--distribution,syntrichia--nitrogen,syntrichia--phosphorus,syntrichia--photosystem,syntrichia--respiration,syntrichia--soil,syntrichium--scattering",100012
"JTB Ekwealor, S Kosina, BP Bowen, AT Silva…",Ultraviolet radiation and dehydration stress induce overlapping transcriptional and metabolic responses in Syntrichia mosses,2022,BioRxiv,https://www.biorxiv.org/content/10.1101/2022.09.14.508022.abstract,,10.1101/2022.09.14.508022.abstract,1,16,2024-07-15 10:50:42,"google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google","syntrichia--absorption,syntrichia--absorption,syntrichia--distribution,syntrichia--height,syntrichia--light,syntrichia--nitrogen,syntrichia--phenology,syntrichia--photosynthesis,syntrichia--soil,syntrichia--watercontent,syntrichia--absorption,syntrichia--absorption,syntrichia--distribution,syntrichia--height,syntrichia--light,syntrichia--nitrogen,syntrichia--phenology,syntrichia--photosynthesis,syntrichia--soil,syntrichia--watercontent",100015
"SJ Xu, PA Jiang, ZW Wang, Y Wang",Crystal structures and chemical composition of leaf surface wax depositions on the desert moss Syntrichia caninervis,2009,Biochemical Systematics and …,https://www.sciencedirect.com/science/article/pii/S0305197809001690,,,45,18,2024-07-15 10:50:42,"google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google","syntrichia--absorption,syntrichia--absorption,syntrichia--carbon,syntrichia--chlorophyll,syntrichia--distribution,syntrichia--light,syntrichia--photosynthesis,syntrichia--photosystem,syntrichia--respiration,syntrichia--soil,syntrichium--scattering,syntrichia--absorption,syntrichia--absorption,syntrichia--carbon,syntrichia--chlorophyll,syntrichia--distribution,syntrichia--light,syntrichia--photosynthesis,syntrichia--photosystem,syntrichia--respiration,syntrichia--soil,syntrichium--scattering",100017
"J Fabure, H Plaisance, F Cazier…",Potential use of Syntrichia ruralis for monitoring atmospheric BTEX,2010,International …,https://www.inderscienceonline.com/doi/abs/10.1504/IJEnvH.2010.033708,,10.1504/IJEnvH.2010.033708,0,26,2024-07-15 10:50:42,"google,google,google,google,google,google,google,google,google,google,google,google,google,google","syntrichia--absorption,syntrichia--absorption,syntrichia--carbon,syntrichia--distribution,syntrichia--height,syntrichia--soil,syntrichia--watercontent,syntrichia--absorption,syntrichia--absorption,syntrichia--carbon,syntrichia--distribution,syntrichia--height,syntrichia--soil,syntrichia--watercontent",100025
"J Wang, H Yang, B Gao, TA Bozorov, X Li…",Analysis and characterization of the aldehyde dehydrogenase (ALDH) gene superfamily in the desert moss Syntrichia caninervis in response to abiotic stress,2020,Environmental and …,https://www.sciencedirect.com/science/article/pii/S0098847220302021,,,9,27,2024-07-15 10:50:42,"google,google,google,google,google,google,google,google,google,google,scopus,scopus,google,google,google,google,google,google,google,google,google,google,scopus,scopus","syntrichia--absorption,syntrichia--absorption,syntrichia--carbon,syntrichia--carboxylation,syntrichia--distribution,syntrichia--light,syntrichia--nitrogen,syntrichia--photosynthesis,syntrichia--soil,syntrichia--watercontent,syntrichia--carbon,syntrichia--soil,syntrichia--absorption,syntrichia--absorption,syntrichia--carbon,syntrichia--carboxylation,syntrichia--distribution,syntrichia--light,syntrichia--nitrogen,syntrichia--photosynthesis,syntrichia--soil,syntrichia--watercontent,syntrichia--carbon,syntrichia--soil",100026
K Merrifield,"Bryophytes on isolated Quercus garryana trunks in urban and agricultural settings in the Willamette Valley, Oregon",2000,The Bryologist,https://bioone.org/journals/the-bryologist/volume-103/issue-4/0007-2745_2000_103_0720_BOIQGT_2.0.CO_2/Bryophytes-on-Isolated-Quercus-garryana-Trunks-in-Urban-and-Agricultural/10.1639/0007-2745(2000)103[0720:BOIQGT]2.0.CO;2.short,,10.1639/0007-2745(2000)103[0720:BOIQGT]2.0.CO;2.short,17,30,2024-07-15 10:50:42,"google,google,google,google,google,google,google,google,google,google,google,google","syntrichia--absorption,syntrichia--absorption,syntrichia--distribution,syntrichia--height,syntrichia--soil,syntrichium--scattering,syntrichia--absorption,syntrichia--absorption,syntrichia--distribution,syntrichia--height,syntrichia--soil,syntrichium--scattering",100029
JAJ Lazo,"The Phylogeny, Biogeography, and Ecology of the Moss Syntrichia (Brid.)",2022,,https://search.proquest.com/openview/0eeab5b7bb5182d7b195700d089fb989/1?pq-origsite=gscholar&cbl=18750&diss=y,BOOK,,0,36,2024-07-15 10:50:42,"google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google","syntrichia--absorption,syntrichia--absorption,syntrichia--carbon,syntrichia--chlorophyll,syntrichia--communitycomposition,syntrichia--communitycomposition,syntrichia--distribution,syntrichia--height,syntrichia--light,syntrichia--nitrogen,syntrichia--photosynthesis,syntrichia--respiration,syntrichia--rhizoid,syntrichia--soil,syntrichia--watercontent,syntrichium--scattering,syntrichia--absorption,syntrichia--absorption,syntrichia--carbon,syntrichia--chlorophyll,syntrichia--communitycomposition,syntrichia--communitycomposition,syntrichia--distribution,syntrichia--height,syntrichia--light,syntrichia--nitrogen,syntrichia--photosynthesis,syntrichia--respiration,syntrichia--rhizoid,syntrichia--soil,syntrichia--watercontent,syntrichium--scattering",100035
Q Zeng,Regulation of gene expression in the desiccation-tolerant moss Syntrichia ruralis: A study using the early light inducible protein-like genes ELIPa and ELIPb …,2001,,https://search.proquest.com/openview/44a91f68ef387fe2a52d61f74af71de7/1?pq-origsite=gscholar&cbl=18750&diss=y,BOOK,,0,42,2024-07-15 10:50:42,"google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google","syntrichia--absorption,syntrichia--absorption,syntrichia--carbon,syntrichia--carboxylation,syntrichia--chlorophyll,syntrichia--conductance,syntrichia--distribution,syntrichia--electrontransport,syntrichia--height,syntrichia--light,syntrichia--nitrogen,syntrichia--photosynthesis,syntrichia--photosystem,syntrichia--respiration,syntrichia--rubisco,syntrichia--watercontent,syntrichia--absorption,syntrichia--absorption,syntrichia--carbon,syntrichia--carboxylation,syntrichia--chlorophyll,syntrichia--conductance,syntrichia--distribution,syntrichia--electrontransport,syntrichia--height,syntrichia--light,syntrichia--nitrogen,syntrichia--photosynthesis,syntrichia--photosystem,syntrichia--respiration,syntrichia--rubisco,syntrichia--watercontent",100041
"N Batan, T Özdemir, E Saralıoğlu, N Akçay…",Determination of Heavy Metal Levels in Some Moss Samples Collected from Near the Highways in Burdur Province,2021,Anatolian …,https://dergipark.org.tr/en/doi/10.26672/anatolianbryology.891979,,10.26672/anatolianbryology.891979,0,43,2024-07-15 10:50:42,"google,google,google,google,google,google,google,google,google,google","syntrichia--absorption,syntrichia--absorption,syntrichia--phosphorus,syntrichia--respiration,syntrichia--soil,syntrichia--absorption,syntrichia--absorption,syntrichia--phosphorus,syntrichia--respiration,syntrichia--soil",100042
"J Cogolludo, B Estébanez, NG Medina",The effects of experimentally supplied lead nitrate on three common Mediterranean moss species,2017,Environmental Science and …,https://link.springer.com/article/10.1007/s11356-017-9220-1,HTML,10.1007/s11356-017-9220-1,4,49,2024-07-15 10:50:42,"google,google,google,google,google,google,google,google,google,google","syntrichia--absorption,syntrichia--absorption,syntrichia--nitrogen,syntrichia--rhizoid,syntrichium--scattering,syntrichia--absorption,syntrichia--absorption,syntrichia--nitrogen,syntrichia--rhizoid,syntrichium--scattering",100048
"PR Jones, R Rosentreter",Gametophyte fragment growth of three common desert mosses on artificial and natural substrates,2006,The Bryologist,https://bioone.org/journals/The-Bryologist/volume-109/issue-2/0007-2745(2006)109[166:GFGOTC]2.0.CO;2/Gametophyte-fragment-growth-of-three-common-desert-mosses-on-artificial/10.1639/0007-2745(2006)109[166:GFGOTC]2.0.CO;2.short,,10.1639/0007-2745(2006)109[166:GFGOTC]2.0.CO;2.short,25,51,2024-07-15 10:50:42,"google,google,google,google,google,google,google,google,google,scopus,google,google,google,google,google,google,google,google,google,scopus","syntrichia--absorption,syntrichia--absorption,syntrichia--chlorophyll,syntrichia--light,syntrichia--nitrogen,syntrichia--phosphorus,syntrichia--photosynthesis,syntrichia--rhizoid,syntrichia--soil,syntrichia--soil,syntrichia--absorption,syntrichia--absorption,syntrichia--chlorophyll,syntrichia--light,syntrichia--nitrogen,syntrichia--phosphorus,syntrichia--photosynthesis,syntrichia--rhizoid,syntrichia--soil,syntrichia--soil",100050
"JC Brinda, C Fernando, LR Stark","… of bryophytes in Mojave Desert biological soil crusts: effects of elevated CO2 on sex expression, stress tolerance, and productivity in the moss Syntrichia …",2011,… and climate change. Cambridge University Press …,,CITATION,,15,55,2024-07-15 10:50:42,"google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google","syntrichia--absorption,syntrichia--absorption,syntrichia--carbon,syntrichia--height,syntrichia--light,syntrichia--nitrogen,syntrichia--photosynthesis,syntrichia--rhizoid,syntrichia--rubisco,syntrichia--soil,syntrichia--absorption,syntrichia--absorption,syntrichia--carbon,syntrichia--height,syntrichia--light,syntrichia--nitrogen,syntrichia--photosynthesis,syntrichia--rhizoid,syntrichia--rubisco,syntrichia--soil",100054
"Y Zhang, D Wu, F Huang, Y Cai, Y Li…",“Water‐in‐Salt” Nonalkaline Gel Polymer Electrolytes Enable Flexible Zinc‐Air Batteries with Ultra‐Long Operating Time,2022,Advanced Functional …,https://onlinelibrary.wiley.com/doi/abs/10.1002/adfm.202203204,,10.1002/adfm.202203204,55,56,2024-07-15 10:50:42,"google,google,google,google","syntrichia--absorption,syntrichia--absorption,syntrichia--absorption,syntrichia--absorption",100055
"G Tepanosyan, L Sahakyan, A Gevorgyan…",Journal of Trace Elements and Minerals,NA,researchgate.net,https://www.researchgate.net/profile/Gevorg-Tepanosyan-2/publication/365287076_Factors_conditioning_the_content_of_chemical_elements_in_soil_and_mosses_in_Armenia/links/63885515bbdef30dc989247b/Factors-conditioning-the-content-of-chemical-elements-in-soil-and-mosses-in-Armenia.pdf?origin=journalDetail&_tp=eyJwYWdlIjoiam91cm5hbERldGFpbCJ9,PDF,,0,59,2024-07-15 10:50:42,"google,google,google,google,google,google,google,google,google,google","syntrichia--absorption,syntrichia--absorption,syntrichia--nitrogen,syntrichia--soil,syntrichium--scattering,syntrichia--absorption,syntrichia--absorption,syntrichia--nitrogen,syntrichia--soil,syntrichium--scattering",100058
"M Waseem, ZF Nie, GQ Yao, M Hasan…",Dew absorption by leaf trichomes in Caragana korshinskii: An alternative water acquisition strategy for withstanding drought in arid environments,2021,Physiologia …,https://onlinelibrary.wiley.com/doi/abs/10.1111/ppl.13334,,10.1111/ppl.13334,36,63,2024-07-15 10:50:42,"google,google,google,google,google,google,google,google,google,google","syntrichia--absorption,syntrichia--absorption,syntrichia--conductance,syntrichia--watercontent,syntrichium--waterpotential,syntrichia--absorption,syntrichia--absorption,syntrichia--conductance,syntrichia--watercontent,syntrichium--waterpotential",100062
"J Xu, XL Bai, C Yang, P Zhang",Study on diversity and binding-sand effect of moss on biotic crusts of fixed dunes,2003,Chinese Journal of Plant …,https://www.plant-ecology.com/EN/10.17521/cjpe.2003.0079,,10.17521/cjpe.2003.0079,30,64,2024-07-15 10:50:42,"google,google,google,google","syntrichia--absorption,syntrichia--absorption,syntrichia--absorption,syntrichia--absorption",100063
"D Mendila, F Uzuna, M Tuzena",Comparison of wet and microwave sample digestion method for the FAAS and GFAAS determination of heavy metal concentrations in moss and lichen samples,2017,At. Spectrosc,https://www.researchgate.net/profile/Atomic-Spectroscopy/publication/342277202_Comparison_of_Wet_and_Microwave_Sample_Digestion_Method_for_the_FAAS_and_GFAAS_Determination_of_Heavy_Metal_Concentrations_in_Moss_and_Lichen_Samples/links/5eeb80be458515814a679f8c/Comparison-of-Wet-and-Microwave-Sample-Digestion-Method-for-the-FAAS-and-GFAAS-Determination-of-Heavy-Metal-Concentrations-in-Moss-and-Lichen-Samples.pdf,PDF,,5,66,2024-07-15 10:50:42,"google,google,google,google","syntrichia--absorption,syntrichia--absorption,syntrichia--absorption,syntrichia--absorption",100065
"CVZ Cipro, GT Yogui, P Bustamante, S Taniguchi…","Organic pollutants and their correlation with stable isotopes in vegetation from King George Island, Antarctica",2011,Chemosphere,https://www.sciencedirect.com/science/article/pii/S0045653511008836,HTML,,55,67,2024-07-15 10:50:42,"google,google,google,google,scopus,scopus,scopus,google,google,google,google,scopus,scopus,scopus","syntrichia--absorption,syntrichia--absorption,syntrichia--carbon,syntrichia--nitrogen,syntrichia--absorption,syntrichia--carbon,sytrichia--nitrogen,syntrichia--absorption,syntrichia--absorption,syntrichia--carbon,syntrichia--nitrogen,syntrichia--absorption,syntrichia--carbon,sytrichia--nitrogen",100066
"NVJ de Bakker, M Kosonen, M Stroetenga…",Does habitat origin affect responses of temperate bryophytes to enhanced UVB radiation?,NA,,,CITATION,,0,68,2024-07-15 10:50:42,"google,google,google,google,google,google","syntrichia--absorption,syntrichia--absorption,syntrichia--height,syntrichia--absorption,syntrichia--absorption,syntrichia--height",100067
"E Sert, A Uğur, B Özden, MM Saç, B Camgöz",Biomonitoring of 210Po and 210Pb using lichens and mosses around coal-fired power plants in Western Turkey,2011,Journal of environmental …,https://www.sciencedirect.com/science/article/pii/S0265931X11000270,,,64,69,2024-07-15 10:50:42,"google,google,google,google","syntrichia--absorption,syntrichia--absorption,syntrichia--absorption,syntrichia--absorption",100068
"XW Gong, GH Lü, XM He, B Sarkar…",High Air Humidity Causes Atmospheric Water Absorption via Assimilating Branches in the Deep-Rooted Tree Haloxylon ammodendron in an Arid Desert …,2019,Frontiers in plant …,https://www.frontiersin.org/articles/10.3389/fpls.2019.00573/full,HTML,10.3389/fpls.2019.00573,28,71,2024-07-15 10:50:42,"google,google,google,google,google,google,google,google","syntrichia--absorption,syntrichia--absorption,syntrichia--conductance,syntrichium--waterpotential,syntrichia--absorption,syntrichia--absorption,syntrichia--conductance,syntrichium--waterpotential",100070
"M El Harech, N Magri, L Zidane, O Benharbit…",Contribution to the study of bryophytic biodiversity of the Mamora forest (Morocco),2020,Plant …,http://www.plantarchives.org/SPECIAL%20ISSUE%2020-1/1305-1310%20(149).pdf,PDF,,7,74,2024-07-15 10:50:42,"google,google,google,google,google,google","syntrichia--absorption,syntrichia--absorption,syntrichia--carbon,syntrichia--absorption,syntrichia--absorption,syntrichia--carbon",100073
"X Chen, X Li, P Zuo, MS Liang, X Li, C Xu…",Three-dimensional maskless fabrication of bionic unidirectional liquid spreading surfaces using a phase spatially shaped femtosecond laser,2021,… Applied Materials & …,https://pubs.acs.org/doi/abs/10.1021/acsami.0c22080,,10.1021/acsami.0c22080,14,75,2024-07-15 10:50:42,"google,google,google,google,google,google,google,google","syntrichia--absorption,syntrichia--absorption,syntrichia--height,syntrichium--scattering,syntrichia--absorption,syntrichia--absorption,syntrichia--height,syntrichium--scattering",100074
MCF Proctor,Physiological ecology,2000,Bryophyte biology,https://books.google.com/books?hl=en&lr=&id=te0fAwAAQBAJ&oi=fnd&pg=PT390&dq=syntrichia+absorption&ots=3DkA8Xw0YD&sig=x_B2GB4cJ5hrBoN0cAzqM3qo9ZA,,,349,81,2024-07-15 10:50:42,"google,google,google,google,google,google,google,google,,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,,google,google,google,google,google,google,google","syntrichia--absorption,syntrichia--absorption,syntrichia--albedo,syntrichia--carbon,syntrichia--carboxylation,syntrichia--chlorophyll,syntrichia--electrontransport,syntrichia--phenology,,syntrichia--photosynthesis,syntrichia--photosystem,syntrichia--quantumyield,syntrichia--respiration,syntrichia--rhizoid,syntrichia--rubisco,syntrichia--watercontent,syntrichia--absorption,syntrichia--absorption,syntrichia--albedo,syntrichia--carbon,syntrichia--carboxylation,syntrichia--chlorophyll,syntrichia--electrontransport,syntrichia--phenology,,syntrichia--photosynthesis,syntrichia--photosystem,syntrichia--quantumyield,syntrichia--respiration,syntrichia--rhizoid,syntrichia--rubisco,syntrichia--watercontent",100080
"GT Yogui, JL Sericano, RC Montone",Accumulation of semivolatile organic compounds in Antarctic vegetation: a case study of polybrominated diphenyl ethers,2011,Science of the total environment,https://www.sciencedirect.com/science/article/pii/S0048969711006310,,,36,85,2024-07-15 10:50:42,"google,google,google,google,google,google","syntrichia--absorption,syntrichia--absorption,syntrichia--albedo,syntrichia--absorption,syntrichia--absorption,syntrichia--albedo",100084
"JA Raymond, CH Fritsen",Ice-active substances associated with Antarctic freshwater and terrestrial photosynthetic organisms,2000,Antarctic science,https://www.cambridge.org/core/journals/antarctic-science/article/iceactive-substances-associated-with-antarctic-freshwater-and-terrestrial-photosynthetic-organisms/37E8AF20AB0669DE5AAE385670BFC9A3,,,46,91,2024-07-15 10:50:42,"google,google,google,google,google,google","syntrichia--absorption,syntrichia--absorption,syntrichia--photosynthesis,syntrichia--absorption,syntrichia--absorption,syntrichia--photosynthesis",100090
